     1.000	18.63988	16.72014	13.45212	 6.96252	-20.88485	-47.36633	-64.43773	-74.81034	-80.87116	-84.27134	-86.10290	-87.05023	-87.52011	-87.74265	-87.84217	-87.88298	-87.89694	-87.89920	-87.89668	-87.89238	-87.88755	-87.88268	-87.87792	-87.87332	-87.86886	-87.86452	-87.86027	-87.85609	-87.85194	-87.84780	-87.84365	-87.83946	-87.83520	-87.83086	-87.82642	-87.82185	-87.81714	-87.81227	-87.80722	-87.80197	-87.79651	-87.79082	-87.78489	-87.77870	-87.77225	-87.76553	-87.75853	-87.75126	-87.74370	-87.73588	-87.72781	-87.71950	-87.71100	-87.70233	-87.69356	-87.68476	-87.67601	-87.66743	-87.65913	-87.65131	-87.64406	-87.63609	-87.62756	-87.61872	-87.60976	-87.60087	-87.59220	-87.58386	-87.57595	-87.56853	-87.56167	-87.55538	-87.54972	-87.54468	-87.54029	-87.53654	-87.53343	-87.53094	-87.52907	-87.52778	-87.52706	-87.52687	-87.52717	-87.52792	-87.52906	-87.53054	-87.53229	-87.53423	-87.53627	-87.53831	-87.54022	-87.54187	-87.54310	-87.54372	-87.54353	-87.54229	-87.53970	-87.53546	-87.52918	-87.52043	-87.50872	-87.49348	-87.47404	-87.44962	-87.41933	-87.38287	-87.35289	-87.32917	-87.31088	-87.29727	-87.28769	-87.28156	-87.27840	-87.27775	-87.27926	-87.28259	-87.28745	-87.29361	-87.30082	-87.30892	-87.31774	-87.32712	-87.33694	-87.34710	-87.35750	-87.36805	-87.37868	-87.38932	-87.39993	-87.41045	-87.42083	-87.43104	-87.44104	-87.45080	-87.46030	-87.46950	-87.47838	-87.48692	-87.49510	-87.50289	-87.51027	-87.51722	-87.52372	-87.52974	-87.53526	-87.54026	-87.54470	-87.54856	-87.55181	-87.55442	-87.55636	-87.55760	-87.55811	-87.55786	-87.55682	-87.55497	-87.55231	-87.54883	-87.54455	-87.53954	-87.53389	-87.52786	-87.52197	-87.51709	-87.51427	
     2.000	21.44894	20.92810	19.85134	18.17514	15.87879	12.97851	 9.38310	 2.51671	-20.76800	-44.80106	-61.00456	-71.40379	-77.95384	-82.00215	-84.45857	-85.92306	-86.78114	-87.27492	-87.55350	-87.70709	-87.78933	-87.83158	-87.85186	-87.86030	-87.86251	-87.86151	-87.85890	-87.85551	-87.85174	-87.84777	-87.84370	-87.83954	-87.83530	-87.83097	-87.82653	-87.82197	-87.81726	-87.81239	-87.80733	-87.80209	-87.79662	-87.79093	-87.78500	-87.77882	-87.77237	-87.76565	-87.75865	-87.75137	-87.74382	-87.73600	-87.72793	-87.71962	-87.71112	-87.70245	-87.69368	-87.68488	-87.67613	-87.66755	-87.65926	-87.65143	-87.64418	-87.63622	-87.62769	-87.61884	-87.60989	-87.60100	-87.59233	-87.58399	-87.57608	-87.56866	-87.56179	-87.55551	-87.54985	-87.54481	-87.54042	-87.53667	-87.53356	-87.53107	-87.52920	-87.52791	-87.52719	-87.52700	-87.52730	-87.52805	-87.52919	-87.53067	-87.53242	-87.53436	-87.53640	-87.53844	-87.54035	-87.54200	-87.54323	-87.54386	-87.54367	-87.54242	-87.53984	-87.53560	-87.52932	-87.52057	-87.50886	-87.49362	-87.47417	-87.44974	-87.41945	-87.38297	-87.35298	-87.32925	-87.31095	-87.29734	-87.28776	-87.28163	-87.27846	-87.27782	-87.27933	-87.28266	-87.28753	-87.29368	-87.30090	-87.30900	-87.31781	-87.32720	-87.33702	-87.34718	-87.35757	-87.36812	-87.37875	-87.38940	-87.40001	-87.41052	-87.42090	-87.43111	-87.44111	-87.45088	-87.46037	-87.46957	-87.47846	-87.48700	-87.49517	-87.50296	-87.51034	-87.51730	-87.52379	-87.52982	-87.53534	-87.54033	-87.54477	-87.54863	-87.55189	-87.55450	-87.55644	-87.55768	-87.55819	-87.55794	-87.55690	-87.55505	-87.55238	-87.54890	-87.54463	-87.53961	-87.53396	-87.52793	-87.52204	-87.51715	-87.51434	
     3.000	24.93879	24.68002	24.14183	23.29380	22.11111	20.56920	18.64237	16.29991	13.50528	10.22393	 6.17332	-1.96820	-25.51469	-47.07242	-61.70626	-71.29519	-77.49407	-81.44716	-83.93561	-85.48377	-86.43651	-87.01661	-87.36589	-87.57356	-87.69517	-87.76496	-87.80386	-87.82452	-87.83452	-87.83835	-87.83863	-87.83687	-87.83394	-87.83031	-87.82625	-87.82188	-87.81727	-87.81245	-87.80742	-87.80219	-87.79673	-87.79105	-87.78512	-87.77893	-87.77249	-87.76577	-87.75877	-87.75149	-87.74394	-87.73612	-87.72805	-87.71974	-87.71123	-87.70257	-87.69380	-87.68500	-87.67625	-87.66767	-87.65938	-87.65155	-87.64431	-87.63634	-87.62782	-87.61897	-87.61001	-87.60113	-87.59246	-87.58412	-87.57621	-87.56879	-87.56192	-87.55564	-87.54998	-87.54494	-87.54055	-87.53680	-87.53369	-87.53121	-87.52933	-87.52805	-87.52732	-87.52713	-87.52743	-87.52818	-87.52932	-87.53080	-87.53255	-87.53449	-87.53653	-87.53857	-87.54048	-87.54213	-87.54336	-87.54399	-87.54380	-87.54256	-87.53998	-87.53573	-87.52945	-87.52070	-87.50899	-87.49374	-87.47429	-87.44986	-87.41955	-87.38307	-87.35307	-87.32934	-87.31104	-87.29742	-87.28783	-87.28171	-87.27854	-87.27790	-87.27941	-87.28274	-87.28760	-87.29376	-87.30098	-87.30908	-87.31789	-87.32727	-87.33710	-87.34725	-87.35765	-87.36820	-87.37883	-87.38947	-87.40008	-87.41059	-87.42098	-87.43119	-87.44119	-87.45095	-87.46044	-87.46965	-87.47853	-87.48707	-87.49525	-87.50304	-87.51042	-87.51737	-87.52387	-87.52989	-87.53541	-87.54040	-87.54485	-87.54871	-87.55196	-87.55457	-87.55652	-87.55776	-87.55826	-87.55801	-87.55697	-87.55512	-87.55246	-87.54898	-87.54470	-87.53968	-87.53403	-87.52801	-87.52211	-87.51722	-87.51441	
     4.000	27.40287	27.25926	26.96199	26.49366	25.83796	24.97759	23.89419	22.56720	20.97310	19.08544	16.87560	14.31213	11.35129	 7.88012	 3.11004	-8.09949	-32.07386	-51.12547	-63.98864	-72.49794	-78.06537	-81.66706	-83.97299	-85.43609	-86.35705	-86.93241	-87.28909	-87.50829	-87.64157	-87.72146	-87.76835	-87.79496	-87.80916	-87.81580	-87.81784	-87.81707	-87.81457	-87.81096	-87.80664	-87.80180	-87.79657	-87.79101	-87.78515	-87.77901	-87.77258	-87.76587	-87.75888	-87.75160	-87.74405	-87.73623	-87.72816	-87.71986	-87.71135	-87.70269	-87.69392	-87.68512	-87.67637	-87.66779	-87.65950	-87.65168	-87.64443	-87.63647	-87.62794	-87.61910	-87.61014	-87.60125	-87.59258	-87.58425	-87.57634	-87.56892	-87.56205	-87.55577	-87.55011	-87.54507	-87.54068	-87.53693	-87.53382	-87.53134	-87.52946	-87.52818	-87.52745	-87.52726	-87.52756	-87.52831	-87.52945	-87.53094	-87.53269	-87.53463	-87.53667	-87.53870	-87.54061	-87.54227	-87.54350	-87.54412	-87.54394	-87.54269	-87.54011	-87.53586	-87.52958	-87.52083	-87.50912	-87.49386	-87.47441	-87.44997	-87.41966	-87.38317	-87.35317	-87.32943	-87.31113	-87.29751	-87.28792	-87.28179	-87.27862	-87.27798	-87.27948	-87.28281	-87.28768	-87.29383	-87.30105	-87.30915	-87.31796	-87.32734	-87.33717	-87.34733	-87.35772	-87.36827	-87.37890	-87.38955	-87.40015	-87.41067	-87.42105	-87.43126	-87.44126	-87.45102	-87.46052	-87.46972	-87.47860	-87.48714	-87.49532	-87.50311	-87.51049	-87.51744	-87.52394	-87.52996	-87.53548	-87.54048	-87.54492	-87.54878	-87.55203	-87.55465	-87.55659	-87.55783	-87.55834	-87.55809	-87.55704	-87.55520	-87.55253	-87.54905	-87.54478	-87.53976	-87.53411	-87.52808	-87.52219	-87.51730	-87.51448	
     5.000	29.10786	29.02144	28.84445	28.56750	28.18057	27.67267	27.03241	26.24735	25.30343	24.18427	22.87047	21.33886	19.56186	17.50759	15.14241	12.43773	 9.36848	 5.75348	-0.17244	-16.57034	-39.22290	-55.71338	-66.81717	-74.20021	-79.05948	-82.22583	-84.27109	-85.58254	-86.41816	-86.94746	-87.28069	-87.48900	-87.61805	-87.69698	-87.74434	-87.77185	-87.78691	-87.79416	-87.79651	-87.79575	-87.79299	-87.78893	-87.78397	-87.77836	-87.77225	-87.76573	-87.75885	-87.75164	-87.74412	-87.73632	-87.72826	-87.71997	-87.71147	-87.70281	-87.69404	-87.68524	-87.67649	-87.66791	-87.65962	-87.65180	-87.64456	-87.63659	-87.62807	-87.61922	-87.61027	-87.60138	-87.59271	-87.58437	-87.57646	-87.56905	-87.56218	-87.55590	-87.55024	-87.54520	-87.54081	-87.53706	-87.53395	-87.53147	-87.52959	-87.52831	-87.52759	-87.52739	-87.52769	-87.52844	-87.52959	-87.53107	-87.53282	-87.53476	-87.53680	-87.53883	-87.54075	-87.54240	-87.54363	-87.54425	-87.54407	-87.54282	-87.54024	-87.53599	-87.52970	-87.52095	-87.50924	-87.49398	-87.47452	-87.45008	-87.41977	-87.38327	-87.35327	-87.32952	-87.31122	-87.29759	-87.28800	-87.28187	-87.27870	-87.27805	-87.27956	-87.28289	-87.28775	-87.29390	-87.30112	-87.30922	-87.31804	-87.32742	-87.33724	-87.34740	-87.35780	-87.36835	-87.37897	-87.38962	-87.40023	-87.41074	-87.42112	-87.43133	-87.44133	-87.45109	-87.46059	-87.46979	-87.47867	-87.48721	-87.49539	-87.50318	-87.51056	-87.51752	-87.52401	-87.53004	-87.53556	-87.54055	-87.54499	-87.54886	-87.55211	-87.55472	-87.55666	-87.55790	-87.55841	-87.55816	-87.55712	-87.55527	-87.55260	-87.54912	-87.54485	-87.53983	-87.53418	-87.52815	-87.52226	-87.51737	-87.51455	
     6.000	30.30120	30.24566	30.13358	29.96034	29.71993	29.40525	29.00900	28.52349	27.94029	27.24997	26.44159	25.50219	24.41623	23.16494	21.72591	20.07275	18.17517	15.99893	13.50569	10.65556	 7.40083	 3.36860	-4.68240	-25.96282	-46.15997	-60.23943	-69.71088	-76.02001	-80.18288	-82.90527	-84.67232	-85.81219	-86.54360	-87.01055	-87.30706	-87.49410	-87.61102	-87.68313	-87.72667	-87.75198	-87.76569	-87.77197	-87.77350	-87.77194	-87.76835	-87.76338	-87.75746	-87.75084	-87.74369	-87.73611	-87.72818	-87.71997	-87.71151	-87.70288	-87.69413	-87.68535	-87.67661	-87.66803	-87.65974	-87.65192	-87.64468	-87.63672	-87.62819	-87.61935	-87.61039	-87.60151	-87.59284	-87.58450	-87.57659	-87.56918	-87.56231	-87.55603	-87.55037	-87.54533	-87.54094	-87.53719	-87.53408	-87.53160	-87.52972	-87.52844	-87.52772	-87.52752	-87.52782	-87.52857	-87.52972	-87.53120	-87.53295	-87.53489	-87.53693	-87.53896	-87.54088	-87.54253	-87.54376	-87.54438	-87.54420	-87.54295	-87.54036	-87.53611	-87.52983	-87.52107	-87.50936	-87.49410	-87.47463	-87.45019	-87.41987	-87.38337	-87.35336	-87.32962	-87.31131	-87.29768	-87.28808	-87.28195	-87.27878	-87.27813	-87.27964	-87.28297	-87.28783	-87.29398	-87.30120	-87.30930	-87.31811	-87.32749	-87.33731	-87.34747	-87.35787	-87.36842	-87.37905	-87.38969	-87.40030	-87.41081	-87.42119	-87.43140	-87.44140	-87.45117	-87.46066	-87.46986	-87.47875	-87.48729	-87.49546	-87.50325	-87.51064	-87.51759	-87.52409	-87.53011	-87.53563	-87.54062	-87.54507	-87.54893	-87.55218	-87.55479	-87.55674	-87.55798	-87.55848	-87.55823	-87.55719	-87.55534	-87.55268	-87.54920	-87.54492	-87.53990	-87.53425	-87.52822	-87.52233	-87.51744	-87.51462	
     7.000	31.15813	31.12012	31.04457	30.92978	30.77252	30.56828	30.31235	29.99980	29.62533	29.18318	28.66685	28.06891	27.38067	26.59179	25.68994	24.66027	23.48495	22.14268	20.60819	18.85215	16.84196	14.54415	11.92727	 8.95375	 5.47517	 0.32435	-12.53371	-35.10491	-52.53629	-64.43731	-72.43752	-77.76788	-81.28748	-83.59291	-85.09316	-86.06422	-86.68980	-87.09094	-87.34678	-87.50880	-87.61035	-87.67298	-87.71057	-87.73204	-87.74314	-87.74751	-87.74752	-87.74465	-87.73986	-87.73377	-87.72677	-87.71914	-87.71105	-87.70264	-87.69403	-87.68533	-87.67664	-87.66810	-87.65983	-87.65202	-87.64479	-87.63683	-87.62831	-87.61947	-87.61052	-87.60163	-87.59296	-87.58463	-87.57672	-87.56930	-87.56244	-87.55616	-87.55049	-87.54546	-87.54107	-87.53732	-87.53421	-87.53173	-87.52985	-87.52857	-87.52785	-87.52766	-87.52796	-87.52870	-87.52985	-87.53133	-87.53308	-87.53502	-87.53706	-87.53910	-87.54101	-87.54266	-87.54389	-87.54451	-87.54432	-87.54308	-87.54049	-87.53624	-87.52995	-87.52120	-87.50947	-87.49421	-87.47475	-87.45030	-87.41998	-87.38347	-87.35346	-87.32971	-87.31139	-87.29777	-87.28817	-87.28203	-87.27886	-87.27821	-87.27972	-87.28304	-87.28790	-87.29405	-87.30127	-87.30937	-87.31818	-87.32756	-87.33739	-87.34755	-87.35794	-87.36849	-87.37912	-87.38976	-87.40037	-87.41088	-87.42127	-87.43147	-87.44148	-87.45124	-87.46073	-87.46993	-87.47882	-87.48736	-87.49553	-87.50333	-87.51071	-87.51766	-87.52416	-87.53018	-87.53570	-87.54070	-87.54514	-87.54900	-87.55225	-87.55486	-87.55681	-87.55805	-87.55856	-87.55830	-87.55726	-87.55541	-87.55275	-87.54927	-87.54499	-87.53997	-87.53432	-87.52829	-87.52240	-87.51751	-87.51470	
     8.000	31.80220	31.77437	31.71974	31.63830	31.52868	31.38821	31.21403	31.00307	30.75205	30.45741	30.11514	29.72074	29.26900	28.75390	28.16835	27.50404	26.75109	25.89772	24.92991	23.83086	22.58062	21.15566	19.52867	17.66845	15.54015	13.10675	10.33548	 7.19668	 3.41217	-3.60421	-22.77552	-43.46172	-58.19219	-68.18229	-74.89052	-79.35526	-82.30186	-84.23269	-85.49064	-86.30629	-86.83281	-87.17107	-87.38709	-87.52389	-87.60941	-87.66174	-87.69261	-87.70957	-87.71751	-87.71957	-87.71779	-87.71348	-87.70751	-87.70045	-87.69270	-87.68454	-87.67619	-87.66786	-87.65973	-87.65201	-87.64483	-87.63690	-87.62840	-87.61957	-87.61063	-87.60175	-87.59308	-87.58475	-87.57684	-87.56943	-87.56256	-87.55629	-87.55062	-87.54559	-87.54120	-87.53745	-87.53434	-87.53186	-87.52998	-87.52870	-87.52798	-87.52779	-87.52809	-87.52883	-87.52998	-87.53146	-87.53321	-87.53515	-87.53719	-87.53922	-87.54114	-87.54279	-87.54402	-87.54464	-87.54445	-87.54320	-87.54061	-87.53636	-87.53007	-87.52132	-87.50959	-87.49433	-87.47486	-87.45041	-87.42008	-87.38358	-87.35356	-87.32980	-87.31148	-87.29785	-87.28825	-87.28212	-87.27894	-87.27829	-87.27979	-87.28312	-87.28798	-87.29413	-87.30135	-87.30944	-87.31826	-87.32764	-87.33746	-87.34762	-87.35801	-87.36856	-87.37919	-87.38984	-87.40044	-87.41096	-87.42134	-87.43155	-87.44155	-87.45131	-87.46080	-87.47001	-87.47889	-87.48743	-87.49561	-87.50340	-87.51078	-87.51773	-87.52423	-87.53025	-87.53577	-87.54077	-87.54521	-87.54907	-87.55232	-87.55494	-87.55688	-87.55812	-87.55863	-87.55837	-87.55733	-87.55549	-87.55282	-87.54934	-87.54506	-87.54005	-87.53440	-87.52837	-87.52248	-87.51759	-87.51477	
     9.000	32.31638	32.29463	32.25231	32.19026	32.10825	32.00481	31.87831	31.72699	31.54895	31.34213	31.10418	30.83243	30.52376	30.17454	29.78053	29.33675	28.83738	28.27562	27.64345	26.93145	26.12850	25.22138	24.19447	23.02919	21.70365	20.19220	18.46549	16.49128	14.23627	11.66737	 8.74451	 5.34634	 0.57091	-10.65038	-32.84706	-50.76515	-63.10567	-71.44566	-77.03461	-80.74792	-83.19591	-84.79947	-85.84446	-86.52238	-86.96020	-87.24147	-87.42086	-87.53407	-87.60431	-87.64665	-87.67088	-87.68337	-87.68822	-87.68812	-87.68485	-87.67956	-87.67306	-87.66591	-87.65854	-87.65130	-87.64442	-87.63670	-87.62832	-87.61957	-87.61067	-87.60182	-87.59318	-87.58486	-87.57696	-87.56955	-87.56269	-87.55641	-87.55075	-87.54572	-87.54133	-87.53758	-87.53447	-87.53198	-87.53011	-87.52883	-87.52811	-87.52791	-87.52822	-87.52896	-87.53011	-87.53159	-87.53334	-87.53528	-87.53732	-87.53935	-87.54126	-87.54291	-87.54414	-87.54477	-87.54458	-87.54333	-87.54074	-87.53648	-87.53019	-87.52144	-87.50971	-87.49444	-87.47497	-87.45052	-87.42019	-87.38368	-87.35365	-87.32990	-87.31157	-87.29794	-87.28834	-87.28220	-87.27902	-87.27837	-87.27987	-87.28320	-87.28806	-87.29420	-87.30142	-87.30952	-87.31833	-87.32771	-87.33753	-87.34769	-87.35808	-87.36863	-87.37926	-87.38991	-87.40051	-87.41103	-87.42141	-87.43162	-87.44162	-87.45138	-87.46087	-87.47008	-87.47896	-87.48750	-87.49568	-87.50347	-87.51085	-87.51780	-87.52430	-87.53032	-87.53584	-87.54084	-87.54528	-87.54914	-87.55239	-87.55501	-87.55695	-87.55819	-87.55870	-87.55845	-87.55740	-87.55556	-87.55289	-87.54941	-87.54514	-87.54012	-87.53447	-87.52844	-87.52255	-87.51766	-87.51484	
    10.000	32.75154	32.73361	32.69893	32.64875	32.58343	32.50221	32.40418	32.28839	32.15383	31.99941	31.82387	31.62577	31.40339	31.15466	30.87712	30.56784	30.22334	29.83952	29.41158	28.93388	28.39987	27.80189	27.13100	26.37671	25.52670	24.56640	23.47865	22.24318	20.83634	19.23075	17.39533	15.29564	12.89625	10.16777	 7.08462	 3.40043	-3.16126	-21.04436	-41.94366	-57.03203	-67.30945	-74.23858	-78.87040	-81.94103	-83.96232	-85.28526	-86.14700	-86.70582	-87.06645	-87.29773	-87.44475	-87.53695	-87.59350	-87.62692	-87.64535	-87.65411	-87.65670	-87.65542	-87.65183	-87.64704	-87.64176	-87.63504	-87.62731	-87.61897	-87.61034	-87.60166	-87.59312	-87.58487	-87.57701	-87.56963	-87.56279	-87.55652	-87.55086	-87.54584	-87.54145	-87.53770	-87.53459	-87.53211	-87.53024	-87.52896	-87.52823	-87.52804	-87.52834	-87.52909	-87.53024	-87.53172	-87.53347	-87.53541	-87.53745	-87.53948	-87.54139	-87.54304	-87.54427	-87.54489	-87.54470	-87.54345	-87.54086	-87.53661	-87.53031	-87.52155	-87.50983	-87.49456	-87.47508	-87.45063	-87.42029	-87.38377	-87.35375	-87.32999	-87.31166	-87.29803	-87.28842	-87.28228	-87.27910	-87.27845	-87.27995	-87.28327	-87.28813	-87.29428	-87.30149	-87.30959	-87.31840	-87.32778	-87.33760	-87.34776	-87.35816	-87.36870	-87.37933	-87.38998	-87.40058	-87.41110	-87.42148	-87.43169	-87.44169	-87.45145	-87.46094	-87.47015	-87.47903	-87.48757	-87.49575	-87.50354	-87.51092	-87.51787	-87.52437	-87.53039	-87.53591	-87.54091	-87.54535	-87.54921	-87.55246	-87.55508	-87.55702	-87.55826	-87.55877	-87.55852	-87.55748	-87.55563	-87.55296	-87.54948	-87.54521	-87.54019	-87.53454	-87.52851	-87.52262	-87.51773	-87.51491	
