1000006.001	-37.52732	 8.50717	 8.50669	140.72234	140.72066	 0.00008	 0.00008	 1.66527	 1.56687	 0.32281	 0.31244	 0.57216	 0.63249	 0.40282	 0.64475	 0.36381	 0.46992	 0.23836	 0.00616	 0.96551	 0.55187	 0.00316	 0.97104	 0.59738	 0.00005	 0.99997	 0.87243	 0.99989	 0.99958	 0.99994	 0.00229	 0.99999	 0.99995	 0.00002	 0.49370	 0.33646	 0.00035	 0.99723	 0.00038	 0.00038	 0.02111	
1000007.001	31.39317	 8.51125	 8.50885	140.72229	140.72056	 0.00008	 0.00063	 1.66521	 1.43498	 0.99922	 0.00000	 0.34759	 0.50123	 0.34117	 0.54980	 1.00000	 0.46758	 0.23796	 0.21645	 0.79423	 0.53623	 0.16618	 0.86883	 0.58856	 0.68788	 0.92497	 0.87191	 0.90764	 0.99658	 0.98898	 0.12088	 0.96928	 0.96197	 0.03052	 0.50211	 0.33698	 0.00358	 0.99797	 1.01663	 1.03021	 0.02110	
1000008.001	36.71678	 8.51142	 8.51165	140.72212	140.71910	 0.00008	 0.00440	 1.66494	 0.97909	 0.99956	 0.00000	 0.17578	 0.37153	 0.27181	 0.44785	 1.00000	 0.46525	 0.23756	 0.45654	 0.64020	 0.51453	 0.37350	 0.76967	 0.57505	 0.93888	 0.81581	 0.87107	 0.79185	 0.99040	 0.97588	 0.65330	 0.92180	 0.91087	 0.09553	 0.53030	 0.33774	 0.00888	 0.99865	 1.43667	 1.50184	 0.02116	
1000009.001	37.98048	 8.51150	 8.51399	140.72188	140.71782	 0.00009	 0.01201	 1.66440	 0.65356	 0.99961	 0.00000	 0.08561	 0.27285	 0.21385	 0.36250	 1.00000	 0.46293	 0.23717	 0.61328	 0.51572	 0.49354	 0.51564	 0.67791	 0.56116	 0.98810	 0.71647	 0.87022	 0.68925	 0.98329	 0.96296	 0.86697	 0.87514	 0.86169	 0.15968	 0.56764	 0.33852	 0.01483	 0.99912	 1.18752	 1.29401	 0.02127	
1000010.001	37.07585	 8.51155	 8.51589	140.72162	140.71697	 0.00012	 0.02339	 1.66374	 0.45081	 0.99958	 0.00000	 0.04166	 0.20034	 0.16820	 0.29337	 1.00000	 0.46062	 0.23677	 0.70383	 0.41545	 0.47341	 0.59769	 0.59703	 0.54760	 0.99765	 0.62917	 0.86937	 0.59992	 0.97621	 0.95020	 0.94799	 0.83082	 0.81515	 0.21933	 0.60226	 0.33929	 0.02076	 0.99943	 0.95827	 1.09007	 0.02140	
1000011.001	35.26539	 8.51160	 8.51737	140.72137	140.71650	 0.00015	 0.03000	 1.66314	 0.31808	 0.99949	 0.00000	 0.02065	 0.14775	 0.13312	 0.23814	 1.00000	 0.45832	 0.23638	 0.74931	 0.33476	 0.45416	 0.63563	 0.52719	 0.53466	 0.99948	 0.55354	 0.86853	 0.52265	 0.96961	 0.93762	 0.97901	 0.78933	 0.77141	 0.27366	 0.62925	 0.34006	 0.02632	 0.99962	 0.77105	 0.91607	 0.02154	
1000012.001	33.94338	 8.51165	 8.51839	140.72113	140.71627	 0.00020	 0.03000	 1.66269	 0.22713	 0.99942	 0.00000	 0.01044	 0.10950	 0.10604	 0.19396	 1.00000	 0.45604	 0.23599	 0.76847	 0.26983	 0.43577	 0.64769	 0.46694	 0.52236	 0.99980	 0.48812	 0.86769	 0.45590	 0.96357	 0.92520	 0.99100	 0.75060	 0.73038	 0.32265	 0.65004	 0.34082	 0.03149	 0.99975	 0.61865	 0.76811	 0.02169	
1000013.001	33.18463	 8.51172	 8.51906	140.72091	140.71615	 0.00025	 0.02937	 1.66243	 0.16263	 0.99937	 0.00000	 0.00534	 0.08141	 0.08482	 0.15832	 1.00000	 0.45376	 0.23559	 0.77504	 0.21755	 0.41818	 0.64848	 0.41442	 0.51057	 0.99984	 0.43111	 0.86686	 0.39805	 0.95790	 0.91294	 0.99569	 0.71423	 0.69178	 0.36713	 0.66738	 0.34158	 0.03644	 0.99983	 0.49447	 0.64206	 0.02183	
1000014.001	32.92235	 8.51178	 8.51944	140.72072	140.71610	 0.00030	 0.02683	 1.66237	 0.11576	 0.99935	 0.00000	 0.00275	 0.06062	 0.06798	 0.12936	 1.00000	 0.45150	 0.23520	 0.77662	 0.17541	 0.40133	 0.64588	 0.36818	 0.49916	 0.99984	 0.38109	 0.86604	 0.34771	 0.95242	 0.90085	 0.99755	 0.67985	 0.65536	 0.40804	 0.68286	 0.34233	 0.04126	 0.99989	 0.39308	 0.53438	 0.02198	
1000015.001	33.05444	 8.51185	 8.51959	140.72054	140.71606	 0.00035	 0.02381	 1.66251	 0.08119	 0.99936	 0.00000	 0.00142	 0.04514	 0.05449	 0.10572	 1.00000	 0.44925	 0.23481	 0.77739	 0.14144	 0.38516	 0.64412	 0.32713	 0.48802	 0.99984	 0.33690	 0.86522	 0.30375	 0.94700	 0.88892	 0.99828	 0.64714	 0.62088	 0.44623	 0.69753	 0.34309	 0.04605	 0.99993	 0.31003	 0.44197	 0.02212	
