1000001.000	-39.31273	 7.87582	 7.87537	143.98164	143.97996	 0.00008	 0.00008	 2.00157	 1.94611	 0.29805	 0.32419	 0.59295	 0.65524	 0.42806	 0.66771	 0.32075	 0.49987	 0.27565	 0.00587	 0.96809	 0.99937	 0.00301	 0.97304	 0.99941	 0.00004	 0.99998	 0.92293	 0.99992	 0.99989	 0.99998	 0.00174	 0.99999	 0.99997	 0.00002	 0.42289	 0.24125	 0.00033	 0.99708	 0.00014	 0.00014	 0.01597	
1000002.000	31.44262	 7.88010	 7.87716	143.98158	143.98025	 0.00008	 0.00028	 2.00154	 1.88139	 0.99923	 0.00000	 0.36231	 0.52106	 0.36324	 0.57073	 1.00000	 0.49738	 0.27519	 0.21365	 0.79881	 0.97181	 0.16483	 0.87094	 0.98493	 0.67649	 0.92649	 0.92238	 0.90983	 0.99687	 0.98938	 0.02099	 0.96992	 0.96290	 0.03101	 0.43280	 0.24185	 0.00351	 0.99785	 0.45810	 0.46365	 0.01597	
1000003.000	34.94005	 7.88029	 7.87921	143.98141	143.97973	 0.00008	 0.00205	 2.00139	 1.51033	 0.99947	 0.00000	 0.18519	 0.38727	 0.29043	 0.46576	 1.00000	 0.49490	 0.27473	 0.44898	 0.64401	 0.93258	 0.36534	 0.77285	 0.96268	 0.93646	 0.81823	 0.92150	 0.79434	 0.99098	 0.97628	 0.53163	 0.92289	 0.91201	 0.09470	 0.46146	 0.24272	 0.00862	 0.99857	 1.15587	 1.19407	 0.01599	
1000004.000	35.10690	 7.88036	 7.88098	143.98118	143.97920	 0.00008	 0.00649	 2.00096	 1.07910	 0.99948	 0.00000	 0.09291	 0.28647	 0.23077	 0.37886	 1.00000	 0.49243	 0.27428	 0.59595	 0.51903	 0.89476	 0.49392	 0.68369	 0.94029	 0.98753	 0.72084	 0.92061	 0.69252	 0.98459	 0.96335	 0.81908	 0.87727	 0.86332	 0.15665	 0.49403	 0.24360	 0.01402	 0.99905	 1.18590	 1.26574	 0.01607	
1000005.000	33.98211	 7.88040	 7.88253	143.98093	143.97881	 0.00009	 0.01380	 2.00030	 0.78106	 0.99942	 0.00000	 0.04694	 0.21227	 0.18380	 0.30854	 1.00000	 0.48997	 0.27382	 0.67876	 0.41836	 0.85852	 0.56493	 0.60550	 0.91865	 0.99747	 0.63559	 0.91972	 0.60405	 0.97843	 0.95059	 0.92929	 0.83420	 0.81738	 0.21364	 0.52262	 0.24447	 0.01927	 0.99937	 0.97996	 1.08969	 0.01618	
1000006.000	32.39469	 7.88043	 7.88380	143.98069	143.97855	 0.00011	 0.02251	 1.99958	 0.58645	 0.99932	 0.00000	 0.02411	 0.15797	 0.14720	 0.25201	 1.00000	 0.48753	 0.27336	 0.72033	 0.33732	 0.82391	 0.59733	 0.53773	 0.89805	 0.99937	 0.56166	 0.91885	 0.52756	 0.97278	 0.93800	 0.97163	 0.79394	 0.77430	 0.26479	 0.54545	 0.24534	 0.02422	 0.99958	 0.79247	 0.91961	 0.01631	
1000007.000	30.79365	 7.88047	 7.88477	143.98047	143.97836	 0.00015	 0.02810	 1.99894	 0.45478	 0.99920	 0.00000	 0.01262	 0.11814	 0.11862	 0.20654	 1.00000	 0.48510	 0.27291	 0.73678	 0.27208	 0.79089	 0.60595	 0.47916	 0.87855	 0.99969	 0.49776	 0.91799	 0.46160	 0.96771	 0.92557	 0.98807	 0.75650	 0.73401	 0.30974	 0.56325	 0.24621	 0.02885	 0.99972	 0.63896	 0.77410	 0.01645	
1000008.000	29.49930	 7.88051	 7.88545	143.98027	143.97823	 0.00019	 0.02878	 1.99849	 0.36242	 0.99909	 0.00000	 0.00671	 0.08876	 0.09612	 0.16980	 1.00000	 0.48268	 0.27245	 0.73918	 0.21954	 0.75940	 0.60169	 0.42832	 0.86009	 0.99967	 0.44240	 0.91714	 0.40469	 0.96318	 0.91332	 0.99452	 0.72165	 0.69638	 0.34881	 0.57747	 0.24706	 0.03322	 0.99981	 0.51437	 0.65079	 0.01658	
1000009.000	28.62424	 7.88055	 7.88589	143.98009	143.97814	 0.00023	 0.02678	 1.99825	 0.29574	 0.99901	 0.00000	 0.00361	 0.06691	 0.07819	 0.13992	 1.00000	 0.48027	 0.27200	 0.73507	 0.17720	 0.72934	 0.59224	 0.38381	 0.84248	 0.99960	 0.39410	 0.91630	 0.35540	 0.95903	 0.90122	 0.99708	 0.68904	 0.66113	 0.38306	 0.58944	 0.24791	 0.03741	 0.99987	 0.41343	 0.54644	 0.01672	
1000010.000	28.12276	 7.88060	 7.88614	143.97993	143.97805	 0.00027	 0.02402	 1.99824	 0.24654	 0.99895	 0.00000	 0.00196	 0.05055	 0.06376	 0.11547	 1.00000	 0.47788	 0.27155	 0.72907	 0.14306	 0.70058	 0.58223	 0.34445	 0.82552	 0.99953	 0.35162	 0.91548	 0.31249	 0.95513	 0.88928	 0.99809	 0.65831	 0.62796	 0.41379	 0.60009	 0.24876	 0.04148	 0.99991	 0.33174	 0.45820	 0.01685	
