1000006.001	-38.88371	 7.26835	 7.26788	144.65817	144.65649	 0.00009	 0.00008	 1.61941	 1.57336	 0.30174	 0.32416	 0.59482	 0.65729	 0.43056	 0.66980	 0.32739	 0.49930	 0.26968	 0.00589	 0.96831	 0.59155	 0.00302	 0.97330	 0.64434	 0.00004	 0.99998	 0.91122	 0.99991	 0.99982	 0.99997	 0.00271	 0.99999	 0.99996	 0.00002	 0.45013	 0.26936	 0.00033	 0.99706	 0.00008	 0.00008	 0.01251	
1000007.001	32.66261	 7.27266	 7.26965	144.65814	144.65683	 0.00009	 0.00020	 1.61940	 1.54271	 0.99931	 0.00000	 0.35910	 0.52041	 0.36389	 0.57080	 1.00000	 0.49681	 0.26923	 0.22224	 0.79777	 0.57485	 0.17328	 0.86994	 0.63466	 0.68456	 0.92376	 0.91066	 0.90737	 0.99655	 0.98922	 0.00985	 0.96878	 0.96186	 0.03391	 0.46107	 0.26994	 0.00365	 0.99785	 0.24608	 0.24916	 0.01251	
1000008.001	37.37969	 7.27285	 7.27149	144.65808	144.65647	 0.00009	 0.00096	 1.61934	 1.37477	 0.99958	 0.00000	 0.17968	 0.38472	 0.28889	 0.46411	 1.00000	 0.49433	 0.26878	 0.46530	 0.64293	 0.55152	 0.38427	 0.76933	 0.61986	 0.93841	 0.81366	 0.90978	 0.79102	 0.99007	 0.97612	 0.39136	 0.92083	 0.91049	 0.10003	 0.49481	 0.27079	 0.00913	 0.99858	 0.57076	 0.59039	 0.01251	
1000009.001	39.19894	 7.27291	 7.27283	144.65800	144.65610	 0.00009	 0.00240	 1.61916	 1.16064	 0.99966	 0.00000	 0.08657	 0.28183	 0.22648	 0.37501	 1.00000	 0.49186	 0.26833	 0.62269	 0.51785	 0.52899	 0.52771	 0.67664	 0.60471	 0.98804	 0.71390	 0.90889	 0.68822	 0.98274	 0.96319	 0.75321	 0.87388	 0.86117	 0.16440	 0.53889	 0.27164	 0.01530	 0.99908	 0.61947	 0.66004	 0.01255	
1000010.001	39.85680	 7.27294	 7.27383	144.65791	144.65583	 0.00009	 0.00420	 1.61885	 0.98089	 0.99968	 0.00000	 0.04109	 0.20575	 0.17667	 0.30231	 1.00000	 0.48941	 0.26788	 0.71828	 0.41703	 0.50734	 0.61723	 0.59398	 0.58969	 0.99766	 0.62560	 0.90800	 0.59845	 0.97516	 0.95043	 0.90130	 0.82893	 0.81435	 0.22472	 0.58431	 0.27249	 0.02173	 0.99941	 0.54324	 0.60034	 0.01262	
1000011.001	40.00068	 7.27294	 7.27459	144.65782	144.65566	 0.00010	 0.00604	 1.61846	 0.84550	 0.99968	 0.00000	 0.01941	 0.15005	 0.13759	 0.24352	 1.00000	 0.48697	 0.26744	 0.77442	 0.33581	 0.48656	 0.67052	 0.52111	 0.57498	 0.99952	 0.54802	 0.90711	 0.52031	 0.96755	 0.93785	 0.95949	 0.78617	 0.77002	 0.28081	 0.62684	 0.27335	 0.02821	 0.99962	 0.44983	 0.51737	 0.01271	
1000012.001	39.90348	 7.27295	 7.27515	144.65774	144.65556	 0.00011	 0.00768	 1.61802	 0.74488	 0.99968	 0.00000	 0.00917	 0.10942	 0.10715	 0.19616	 1.00000	 0.48454	 0.26699	 0.80650	 0.27041	 0.46663	 0.70096	 0.45717	 0.56063	 0.99988	 0.48006	 0.90621	 0.45237	 0.96000	 0.92542	 0.98250	 0.74562	 0.72811	 0.33284	 0.66505	 0.27420	 0.03466	 0.99976	 0.36651	 0.43939	 0.01281	
1000013.001	39.69528	 7.27296	 7.27556	144.65766	144.65551	 0.00012	 0.00892	 1.61756	 0.66945	 0.99967	 0.00000	 0.00434	 0.07983	 0.08351	 0.15807	 1.00000	 0.48212	 0.26655	 0.82419	 0.21776	 0.44753	 0.71742	 0.40118	 0.54667	 0.99995	 0.42059	 0.90532	 0.39333	 0.95254	 0.91317	 0.99173	 0.70720	 0.68849	 0.38106	 0.69877	 0.27505	 0.04102	 0.99984	 0.29701	 0.37139	 0.01292	
1000014.001	39.44582	 7.27296	 7.27584	144.65758	144.65548	 0.00013	 0.00967	 1.61712	 0.61223	 0.99967	 0.00000	 0.00206	 0.05829	 0.06515	 0.12743	 1.00000	 0.47972	 0.26610	 0.83341	 0.17536	 0.42921	 0.72551	 0.35218	 0.53310	 0.99996	 0.36858	 0.90443	 0.34203	 0.94520	 0.90107	 0.99549	 0.67083	 0.65106	 0.42571	 0.72836	 0.27590	 0.04727	 0.99990	 0.24015	 0.31332	 0.01303	
1000015.001	39.19439	 7.27297	 7.27603	144.65751	144.65547	 0.00014	 0.00996	 1.61670	 0.56837	 0.99966	 0.00000	 0.00098	 0.04259	 0.05088	 0.10278	 1.00000	 0.47733	 0.26566	 0.83773	 0.14122	 0.41165	 0.72871	 0.30929	 0.51990	 0.99996	 0.32308	 0.90354	 0.29745	 0.93797	 0.88914	 0.99705	 0.63639	 0.61569	 0.46707	 0.75433	 0.27675	 0.05342	 0.99993	 0.19395	 0.26408	 0.01314	
1000016.001	38.96182	 7.27298	 7.27614	144.65744	144.65547	 0.00016	 0.00989	 1.61634	 0.53446	 0.99965	 0.00000	 0.00047	 0.03114	 0.03978	 0.08294	 1.00000	 0.47495	 0.26522	 0.83928	 0.11374	 0.39481	 0.72917	 0.27174	 0.50708	 0.99996	 0.28327	 0.90266	 0.25871	 0.93086	 0.87736	 0.99771	 0.60378	 0.58227	 0.50538	 0.77722	 0.27760	 0.05947	 0.99996	 0.15654	 0.22245	 0.01325	
1000017.001	38.75694	 7.27299	 7.27620	144.65737	144.65547	 0.00017	 0.00958	 1.61602	 0.50810	 0.99964	 0.00000	 0.00022	 0.02278	 0.03113	 0.06696	 1.00000	 0.47258	 0.26478	 0.83932	 0.09160	 0.37867	 0.72820	 0.23883	 0.49461	 0.99996	 0.24842	 0.90177	 0.22504	 0.92385	 0.86574	 0.99797	 0.57289	 0.55068	 0.54086	 0.79749	 0.27845	 0.06542	 0.99997	 0.12628	 0.18731	 0.01336	
1000018.001	38.58124	 7.27299	 7.27621	144.65731	144.65548	 0.00018	 0.00912	 1.61575	 0.48752	 0.99964	 0.00000	 0.00011	 0.01668	 0.02438	 0.05408	 1.00000	 0.47022	 0.26434	 0.83862	 0.07378	 0.36320	 0.72657	 0.20997	 0.48248	 0.99996	 0.21790	 0.90089	 0.19577	 0.91694	 0.85427	 0.99807	 0.54363	 0.52083	 0.57374	 0.81553	 0.27929	 0.07129	 0.99998	 0.10184	 0.15769	 0.01347	
